"parameter","estimate","se","rse","shrinkage","file"
"ETA1",0.0292,0.0104,35.6164383561644,NA,"NM_0_060_1391.lst"
"ETA1",0.0304,0.00216,7.10526315789474,NA,"NM_0_060_143.lst"
"ETA1",0.0311,0.0809,260.128617363344,NA,"NM_0_060_1552.lst"
"ETA1",0.0385,0.00859,22.3116883116883,NA,"NM_0_060_1713.lst"
"ETA1",0.0326,0.0117,35.8895705521472,NA,"NM_0_060_1874.lst"
"ETA1",0.0591,0.0451,76.3113367174281,NA,"NM_0_060_2035.lst"
"ETA1",0.0578,0.331,572.664359861592,NA,"NM_0_060_2196.lst"
"ETA1",0.0621,0.0478,76.9726247987118,NA,"NM_0_060_2357.lst"
"ETA1",0.031,0.0181,58.3870967741936,NA,"NM_0_060_2518.lst"
"ETA1",0.0289,0.00823,28.477508650519,NA,"NM_0_060_264.lst"
"ETA1",0.0496,0.0405,81.6532258064516,NA,"NM_0_060_2679.lst"
"ETA1",0.0314,0.0176,56.0509554140127,NA,"NM_0_060_2840.lst"
"ETA1",0.0348,0.021,60.3448275862069,NA,"NM_0_060_3001.lst"
"ETA1",1e-05,0,0,NA,"NM_0_060_3162.lst"
"ETA1",0.0348,0.021,60.3448275862069,NA,"NM_0_060_3323.lst"
"ETA1",0.0407,0.000536,1.31695331695332,NA,"NM_0_060_3484.lst"
"ETA1",0.0309,0,0,NA,"NM_0_060_3645.lst"
"ETA1",0.0989,0.00597,6.03640040444894,NA,"NM_0_060_3806.lst"
"ETA1",0.0913,0.00274,3.00109529025192,NA,"NM_0_060_3967.lst"
"ETA1",0.0209,NA,NA,NA,"NM_0_060_4128.lst"
"ETA1",0.0222,0.0203,91.4414414414414,NA,"NM_0_060_425.lst"
"ETA1",0.0238,0.0044,18.4873949579832,NA,"NM_0_060_4289.lst"
"ETA1",0.0259,0.124,478.764478764479,NA,"NM_0_060_4450.lst"
"ETA1",0.0309,0.063,203.883495145631,NA,"NM_0_060_4611.lst"
"ETA1",0.0224,NA,NA,NA,"NM_0_060_4772.lst"
"ETA1",0.0184,0.0109,59.2391304347826,NA,"NM_0_060_586.lst"
"ETA1",0.0976,0.00482,4.93852459016393,NA,"NM_0_060_747.lst"
"ETA1",0.0205,0.00832,40.5853658536585,NA,"NM_0_060_908.lst"
"ETA1",0.0749,0.223,297.730307076101,NA,"NM_0_0600.lst"
"ETA2",0.809,0.21,25.9579728059332,NA,"NM_0_0600.lst"
"ETA1",0.093,0.00285,3.06451612903226,NA,"NM_0_0601.lst"
"ETA2",3e-05,0,0,NA,"NM_0_0601.lst"
"ETA1",0.0689,0.000226,0.328011611030479,NA,"NM_0_0603.lst"
"ETA2",3e-05,0,0,NA,"NM_0_0603.lst"
"ETA1",0.00119,5.02e-05,4.21848739495798,NA,"NM_0_0607.lst"
"ETA2",2,0.26,13,NA,"NM_0_0607.lst"
"ETA1",0.0933,0.0452,48.4458735262594,NA,"NM_0_0608.lst"
"ETA2",2,1,50,NA,"NM_0_0608.lst"
"ETA1",0.0825,0.0538,65.2121212121212,NA,"NM_0_0609.lst"
"ETA2",2,1,50,NA,"NM_0_0609.lst"
"ETA1",0.178,0.0143,8.03370786516854,NA,"NM_0_0610.lst"
"ETA2",0.0451,0.000292,0.647450110864745,NA,"NM_0_0610.lst"
"ETA1",0.158,0.00109,0.689873417721519,NA,"NM_0_0611.lst"
"ETA2",0.085,0.00118,1.38823529411765,NA,"NM_0_0611.lst"
"ETA1",0.0867,0.00391,4.50980392156863,NA,"NM_0_0612.lst"
"ETA2",0.103,0.0119,11.5533980582524,NA,"NM_0_0612.lst"
"ETA1",0.273,0.144,52.7472527472527,NA,"NM_0_0616.lst"
"ETA2",0,0,NA,NA,"NM_0_0616.lst"
"ETA1",0.256,0.154,60.15625,NA,"NM_0_0617.lst"
"ETA2",0,0,NA,NA,"NM_0_0617.lst"
"ETA1",0.26,0.145,55.7692307692308,NA,"NM_0_0618.lst"
"ETA2",0,0,NA,NA,"NM_0_0618.lst"
"ETA1",0.273,0.566,207.326007326007,NA,"NM_0_0619.lst"
"ETA2",0,0,NA,NA,"NM_0_0619.lst"
"ETA1",0.273,0.579,212.087912087912,NA,"NM_0_0620.lst"
"ETA2",0,0.248,Inf,NA,"NM_0_0620.lst"
"ETA1",0.278,0.61,219.424460431655,NA,"NM_0_0621.lst"
"ETA2",0,0.137,Inf,NA,"NM_0_0621.lst"
"ETA1",0.346,0.227,65.606936416185,NA,"NM_0_0625.lst"
"ETA2",0.651,0.314,48.2334869431644,NA,"NM_0_0625.lst"
"ETA1",0.322,0.225,69.8757763975155,NA,"NM_0_0626.lst"
"ETA2",0.514,0.242,47.0817120622568,NA,"NM_0_0626.lst"
"ETA1",0.328,0.225,68.5975609756098,NA,"NM_0_0627.lst"
"ETA2",0.538,0.238,44.2379182156134,NA,"NM_0_0627.lst"
"ETA1",0.347,0.604,174.063400576369,NA,"NM_0_0628.lst"
"ETA2",0.652,0.623,95.5521472392638,NA,"NM_0_0628.lst"
"ETA1",0.337,0.053,15.727002967359,NA,"NM_0_0629.lst"
"ETA2",0.625,0.00436,0.6976,NA,"NM_0_0629.lst"
"ETA1",0.345,0.607,175.942028985507,NA,"NM_0_0630.lst"
"ETA2",0.639,0.0174,2.72300469483568,NA,"NM_0_0630.lst"
"ETA1",0.0559,0.0249,44.5438282647585,NA,"NM_0_0634.lst"
"ETA2",0.284,0.151,53.169014084507,NA,"NM_0_0634.lst"
"ETA3",0,0.907,Inf,NA,"NM_0_0634.lst"
"ETA1",0.0617,0.0369,59.805510534846,NA,"NM_0_0635.lst"
"ETA2",0.287,0.153,53.3101045296167,NA,"NM_0_0635.lst"
"ETA3",0,0.892,Inf,NA,"NM_0_0635.lst"
"ETA1",0.0572,0.0335,58.5664335664336,NA,"NM_0_0636.lst"
"ETA2",0.286,0.153,53.4965034965035,NA,"NM_0_0636.lst"
"ETA3",0,0.908,Inf,NA,"NM_0_0636.lst"
"ETA1",0.0599,0.0716,119.532554257095,NA,"NM_0_0637.lst"
"ETA2",0.282,0,0,NA,"NM_0_0637.lst"
"ETA3",0,0.541,Inf,NA,"NM_0_0637.lst"
"ETA1",0.0995,0.0826,83.0150753768844,NA,"NM_0_0638.lst"
"ETA2",0.286,0.151,52.7972027972028,NA,"NM_0_0638.lst"
"ETA3",0,0,NA,NA,"NM_0_0638.lst"
"ETA1",0.067,0.154,229.850746268657,NA,"NM_0_0639.lst"
"ETA2",0.286,0.354,123.776223776224,NA,"NM_0_0639.lst"
"ETA3",0,0,NA,NA,"NM_0_0639.lst"
"ETA1",0.0659,0.03,45.5235204855842,NA,"NM_0_0643.lst"
"ETA2",0.36,0.22,61.1111111111111,NA,"NM_0_0643.lst"
"ETA3",0.218,0.148,67.8899082568807,NA,"NM_0_0643.lst"
"ETA1",0.0766,0.046,60.0522193211488,NA,"NM_0_0644.lst"
"ETA2",0.357,0.219,61.344537815126,NA,"NM_0_0644.lst"
"ETA3",0.191,0.132,69.1099476439791,NA,"NM_0_0644.lst"
"ETA1",0.0705,0.0414,58.7234042553192,NA,"NM_0_0645.lst"
"ETA2",0.358,0.219,61.1731843575419,NA,"NM_0_0645.lst"
"ETA3",0.201,0.137,68.1592039800995,NA,"NM_0_0645.lst"
"ETA1",0.0665,0.0398,59.8496240601504,NA,"NM_0_0646.lst"
"ETA2",0.36,0.92,255.555555555556,NA,"NM_0_0646.lst"
"ETA3",0.216,0.0087,4.02777777777778,NA,"NM_0_0646.lst"
"ETA1",0.115,0.0228,19.8260869565217,NA,"NM_0_0647.lst"
"ETA2",0.357,0.284,79.5518207282913,NA,"NM_0_0647.lst"
"ETA3",0.203,0.0317,15.615763546798,NA,"NM_0_0647.lst"
"ETA1",0.0817,0.0876,107.221542227662,NA,"NM_0_0648.lst"
"ETA2",0.358,0,0,NA,"NM_0_0648.lst"
"ETA3",0.204,0.0917,44.9509803921569,NA,"NM_0_0648.lst"
"ETA1",0.877,0,0,NA,"NM_0_0724.lst"
"ETA2",3e-05,0,0,NA,"NM_0_0724.lst"
"ETA1",0.377,0.51,135.278514588859,NA,"NM_0_0725.lst"
"ETA2",3e-05,0,0,NA,"NM_0_0725.lst"
"ETA1",0.517,0.625,120.889748549323,NA,"NM_0_0726.lst"
"ETA2",3e-05,0,0,NA,"NM_0_0726.lst"
"ETA1",0,1,Inf,NA,"NM_0_0733.lst"
"ETA2",3e-05,0,0,NA,"NM_0_0733.lst"
"ETA1",0.101,0.0615,60.8910891089109,NA,"NM_0_0734.lst"
"ETA2",3e-05,0,0,NA,"NM_0_0734.lst"
"ETA1",0.101,0.0613,60.6930693069307,NA,"NM_0_0735.lst"
"ETA2",3e-05,0,0,NA,"NM_0_0735.lst"
"ETA1",0.0477,0.0314,65.8280922431866,NA,"NM_0_0742.lst"
"ETA2",1,1,100,NA,"NM_0_0742.lst"
"ETA3",3e-05,0,0,NA,"NM_0_0742.lst"
"ETA1",0.0518,0.0385,74.3243243243243,NA,"NM_0_0743.lst"
"ETA2",1,1,100,NA,"NM_0_0743.lst"
"ETA3",3e-05,0,0,NA,"NM_0_0743.lst"
"ETA1",0.0781,0.0511,65.4289372599232,NA,"NM_0_0744.lst"
"ETA2",1,1,100,NA,"NM_0_0744.lst"
"ETA3",0.0243,0.0639,262.962962962963,NA,"NM_0_0744.lst"
"ETA1",0.0469,0.0195,41.5778251599147,NA,"NM_0_075.lst"
"ETA2",0.159,0.0754,47.4213836477987,NA,"NM_0_075.lst"
"ETA1",0.164,0.291,177.439024390244,NA,"NM_0_0751.lst"
"ETA2",0.18,0.152,84.4444444444444,NA,"NM_0_0751.lst"
"ETA3",3e-05,0,0,NA,"NM_0_0751.lst"
"ETA1",0.715,0,0,NA,"NM_0_0752.lst"
"ETA2",0.11,0.107,97.2727272727273,NA,"NM_0_0752.lst"
"ETA3",3e-05,0,0,NA,"NM_0_0752.lst"
"ETA1",0.429,0,0,NA,"NM_0_0753.lst"
"ETA2",0.121,0.172,142.148760330579,NA,"NM_0_0753.lst"
"ETA3",3e-05,0,0,NA,"NM_0_0753.lst"
"ETA1",0.0488,0.0174,35.655737704918,NA,"NM_0_076.lst"
"ETA2",0.663,0,0,NA,"NM_0_076.lst"
"ETA3",0.167,0.0841,50.3592814371257,NA,"NM_0_076.lst"
"ETA1",0.312,0.179,57.3717948717949,NA,"NM_0_0760.lst"
"ETA2",0.797,0.702,88.0803011292346,NA,"NM_0_0760.lst"
"ETA3",3e-05,0,0,NA,"NM_0_0760.lst"
"ETA1",0.316,0.179,56.6455696202532,NA,"NM_0_0761.lst"
"ETA2",0.384,0.303,78.90625,NA,"NM_0_0761.lst"
"ETA3",0.000112,0.000146,130.357142857143,NA,"NM_0_0761.lst"
"ETA1",0.315,0.18,57.1428571428571,NA,"NM_0_0762.lst"
"ETA2",0.479,0.41,85.5949895615866,NA,"NM_0_0762.lst"
"ETA3",3e-05,0,0,NA,"NM_0_0762.lst"
"ETA1",0.473,0.325,68.7103594080338,NA,"NM_0_0769.lst"
"ETA2",0.329,0.309,93.9209726443769,NA,"NM_0_0769.lst"
"ETA3",3e-05,0,0,NA,"NM_0_0769.lst"
"ETA1",0.473,0.326,68.9217758985201,NA,"NM_0_0770.lst"
"ETA2",0.198,0.172,86.8686868686869,NA,"NM_0_0770.lst"
"ETA3",3e-05,0,0,NA,"NM_0_0770.lst"
"ETA1",0.473,0.325,68.7103594080338,NA,"NM_0_0771.lst"
"ETA2",0.226,0.204,90.2654867256637,NA,"NM_0_0771.lst"
"ETA3",3e-05,0,0,NA,"NM_0_0771.lst"
"ETA1",0.104,0.0442,42.5,NA,"NM_0_0778.lst"
"ETA2",0.325,0.167,51.3846153846154,NA,"NM_0_0778.lst"
"ETA3",0,0,NA,NA,"NM_0_0778.lst"
"ETA4",3e-05,0,0,NA,"NM_0_0778.lst"
"ETA1",0.102,0.0576,56.4705882352941,NA,"NM_0_0779.lst"
"ETA2",0.323,0.165,51.0835913312693,NA,"NM_0_0779.lst"
"ETA3",0,0,NA,NA,"NM_0_0779.lst"
"ETA4",0.000279,0.0066,2365.59139784946,NA,"NM_0_0779.lst"
"ETA1",0.0995,0.0538,54.070351758794,NA,"NM_0_0780.lst"
"ETA2",0.324,0.166,51.2345679012346,NA,"NM_0_0780.lst"
"ETA3",0,0,NA,NA,"NM_0_0780.lst"
"ETA4",3e-05,0,0,NA,"NM_0_0780.lst"
"ETA1",0.0731,0.0347,47.469220246238,NA,"NM_0_0787.lst"
"ETA2",0.381,0.229,60.1049868766404,NA,"NM_0_0787.lst"
"ETA3",0.272,0.237,87.1323529411765,NA,"NM_0_0787.lst"
"ETA4",0.174,0.0833,47.8735632183908,NA,"NM_0_0787.lst"
"ETA1",0.0818,0.0505,61.7359413202934,NA,"NM_0_0788.lst"
"ETA2",0.38,0.23,60.5263157894737,NA,"NM_0_0788.lst"
"ETA3",0.289,0.242,83.7370242214533,NA,"NM_0_0788.lst"
"ETA4",0.157,0.0784,49.9363057324841,NA,"NM_0_0788.lst"
"ETA1",0.076,0.0462,60.7894736842105,NA,"NM_0_0789.lst"
"ETA2",0.381,0.228,59.8425196850394,NA,"NM_0_0789.lst"
"ETA3",0.282,0.248,87.9432624113475,NA,"NM_0_0789.lst"
"ETA4",0.163,0.0788,48.3435582822086,NA,"NM_0_0789.lst"
"ETA1",0.98,0.466,47.5510204081633,NA,"NM_0_081.lst"
"ETA2",0.0531,0.02,37.6647834274953,NA,"NM_0_081.lst"
"ETA3",0.161,0.0598,37.1428571428571,NA,"NM_0_081.lst"
"ETA1",0.0541,0.0184,34.0110905730129,NA,"NM_0_082.lst"
"ETA2",0.993,0.465,46.8277945619335,NA,"NM_0_082.lst"
"ETA3",0,0,NA,NA,"NM_0_082.lst"
"ETA4",0.185,0.0672,36.3243243243243,NA,"NM_0_082.lst"
"ETA1",0.303,0.183,60.3960396039604,NA,"NM_0_0868.lst"
"ETA2",0.559,0.39,69.7674418604651,NA,"NM_0_0868.lst"
"ETA1",0.325,0.199,61.2307692307692,NA,"NM_0_0869.lst"
"ETA2",0.572,0.582,101.748251748252,NA,"NM_0_0869.lst"
"ETA1",0.319,0.193,60.5015673981191,NA,"NM_0_0870.lst"
"ETA2",0.53,0.336,63.3962264150943,NA,"NM_0_0870.lst"
"ETA1",0.369,0.199,53.929539295393,NA,"NM_0_0871.lst"
"ETA2",1,1,100,NA,"NM_0_0871.lst"
"ETA1",0.307,0,0,NA,"NM_0_0872.lst"
"ETA2",0.551,0,0,NA,"NM_0_0872.lst"
"ETA1",0.307,0,0,NA,"NM_0_0873.lst"
"ETA2",0.551,0,0,NA,"NM_0_0873.lst"
"ETA1",0.376,0.242,64.3617021276596,NA,"NM_0_0877.lst"
"ETA2",0.574,0.398,69.3379790940767,NA,"NM_0_0877.lst"
"ETA1",0.409,0.264,64.5476772616137,NA,"NM_0_0878.lst"
"ETA2",0.579,0.581,100.345423143351,NA,"NM_0_0878.lst"
"ETA1",0.4,0.258,64.5,NA,"NM_0_0879.lst"
"ETA2",0.537,0.335,62.3836126629423,NA,"NM_0_0879.lst"
"ETA1",0.458,0.287,62.6637554585153,NA,"NM_0_0880.lst"
"ETA2",1,1,100,NA,"NM_0_0880.lst"
"ETA1",0.38,0.798,210,NA,"NM_0_0881.lst"
"ETA2",0.557,0.277,49.7307001795332,NA,"NM_0_0881.lst"
"ETA1",0.382,0.171,44.7643979057592,NA,"NM_0_0882.lst"
"ETA2",0.567,0.254,44.7971781305115,NA,"NM_0_0882.lst"
"ETA1",0.0569,0.0253,44.4639718804921,NA,"NM_0_0886.lst"
"ETA2",0.347,0.196,56.4841498559078,NA,"NM_0_0886.lst"
"ETA3",3e-05,0,0,NA,"NM_0_0886.lst"
"ETA1",0.0488,0.0304,62.2950819672131,NA,"NM_0_0887.lst"
"ETA2",0.349,0.197,56.4469914040115,NA,"NM_0_0887.lst"
"ETA3",0.00276,0.00902,326.811594202899,NA,"NM_0_0887.lst"
"ETA1",0.0466,0.0288,61.8025751072961,NA,"NM_0_0888.lst"
"ETA2",0.349,0.198,56.7335243553009,NA,"NM_0_0888.lst"
"ETA3",0.00245,0.00769,313.877551020408,NA,"NM_0_0888.lst"
"ETA1",0.0653,0.134,205.2067381317,NA,"NM_0_0889.lst"
"ETA2",0.349,0.319,91.4040114613181,NA,"NM_0_0889.lst"
"ETA3",0.000676,0.000391,57.8402366863905,NA,"NM_0_0889.lst"
"ETA1",0.0694,0.343,494.236311239193,NA,"NM_0_0890.lst"
"ETA2",0.349,0.348,99.7134670487106,NA,"NM_0_0890.lst"
"ETA3",0.000887,0.00221,249.154453213078,NA,"NM_0_0890.lst"
"ETA1",0.0497,0.0109,21.9315895372233,NA,"NM_0_0891.lst"
"ETA2",0.35,0.00611,1.74571428571429,NA,"NM_0_0891.lst"
"ETA3",0.00456,0.000835,18.3114035087719,NA,"NM_0_0891.lst"
"ETA1",0.0561,0.0256,45.632798573975,NA,"NM_0_0895.lst"
"ETA2",0.434,0.258,59.4470046082949,NA,"NM_0_0895.lst"
"ETA3",0.00585,0.0112,191.452991452991,NA,"NM_0_0895.lst"
"ETA1",0.0487,0.0304,62.4229979466119,NA,"NM_0_0896.lst"
"ETA2",0.435,0.259,59.5402298850575,NA,"NM_0_0896.lst"
"ETA3",0.00323,0.0101,312.693498452012,NA,"NM_0_0896.lst"
"ETA1",0.0463,0.029,62.6349892008639,NA,"NM_0_0897.lst"
"ETA2",0.436,0.26,59.6330275229358,NA,"NM_0_0897.lst"
"ETA3",0.00479,0.0156,325.678496868476,NA,"NM_0_0897.lst"
"ETA1",0.0679,0.00285,4.19734904270987,NA,"NM_0_0898.lst"
"ETA2",0.435,0.0112,2.57471264367816,NA,"NM_0_0898.lst"
"ETA3",0.00293,0.000145,4.94880546075085,NA,"NM_0_0898.lst"
"ETA1",0.0682,0.06,87.9765395894428,NA,"NM_0_0899.lst"
"ETA2",0.436,0.57,130.733944954128,NA,"NM_0_0899.lst"
"ETA3",4e-04,0.000517,129.25,NA,"NM_0_0899.lst"
"ETA1",0.054,0.00827,15.3148148148148,NA,"NM_0_0900.lst"
"ETA2",0.434,0.0184,4.23963133640553,NA,"NM_0_0900.lst"
"ETA3",0.0043,0.000525,12.2093023255814,NA,"NM_0_0900.lst"
"ETA1",0.411,0.205,49.8783454987835,NA,"NM_0_0904.lst"
"ETA2",0.0345,0.0147,42.6086956521739,NA,"NM_0_0904.lst"
"ETA3",1,0,0,NA,"NM_0_0904.lst"
"ETA1",0.354,0.00908,2.56497175141243,NA,"NM_0_0905.lst"
"ETA2",0.028,0.000207,0.739285714285714,NA,"NM_0_0905.lst"
"ETA3",2,0.92,46,NA,"NM_0_0905.lst"
"ETA1",0.382,0.194,50.7853403141361,NA,"NM_0_0906.lst"
"ETA2",0.0301,0.0114,37.8737541528239,NA,"NM_0_0906.lst"
"ETA3",2,1,50,NA,"NM_0_0906.lst"
"ETA1",0.411,NA,NA,NA,"NM_0_0907.lst"
"ETA2",0.0345,NA,NA,NA,"NM_0_0907.lst"
"ETA3",1,NA,NA,NA,"NM_0_0907.lst"
"ETA1",0.402,1,248.756218905473,NA,"NM_0_0908.lst"
"ETA2",0.0331,0.812,2453.17220543807,NA,"NM_0_0908.lst"
"ETA3",1,2,200,NA,"NM_0_0908.lst"
"ETA1",0.405,0,0,NA,"NM_0_0909.lst"
"ETA2",0.0336,0.0188,55.952380952381,NA,"NM_0_0909.lst"
"ETA3",1,0,0,NA,"NM_0_0909.lst"
"ETA1",0.421,0.216,51.3064133016627,NA,"NM_0_0913.lst"
"ETA2",0.0286,0.0084,29.3706293706294,NA,"NM_0_0913.lst"
"ETA3",2,0,0,NA,"NM_0_0913.lst"
"ETA1",0.453,0.221,48.7858719646799,NA,"NM_0_0914.lst"
"ETA2",0.0298,0.0474,159.060402684564,NA,"NM_0_0914.lst"
"ETA3",2,2,100,NA,"NM_0_0914.lst"
"ETA1",0.452,0.353,78.0973451327434,NA,"NM_0_0915.lst"
"ETA2",0.029,0.000236,0.813793103448276,NA,"NM_0_0915.lst"
"ETA3",2,0,0,NA,"NM_0_0915.lst"
"ETA1",0.419,0.212,50.5966587112172,NA,"NM_0_0916.lst"
"ETA2",0.0282,0.00839,29.7517730496454,NA,"NM_0_0916.lst"
"ETA3",2,0,0,NA,"NM_0_0916.lst"
"ETA1",0.452,1,221.238938053097,NA,"NM_0_0917.lst"
"ETA2",0.0292,0.0164,56.1643835616438,NA,"NM_0_0917.lst"
"ETA3",2,2,100,NA,"NM_0_0917.lst"
"ETA1",0.454,0,0,NA,"NM_0_0918.lst"
"ETA2",0.0332,0.000765,2.30421686746988,NA,"NM_0_0918.lst"
"ETA3",0,0.441,Inf,NA,"NM_0_0918.lst"
"ETA1",0.056,0.0249,44.4642857142857,NA,"NM_0_0922.lst"
"ETA2",0.284,0.149,52.4647887323944,NA,"NM_0_0922.lst"
"ETA3",3e-05,0,0,NA,"NM_0_0922.lst"
"ETA4",0,0.917,Inf,NA,"NM_0_0922.lst"
"ETA1",0.0617,0.0369,59.805510534846,NA,"NM_0_0923.lst"
"ETA2",0.287,0.151,52.6132404181185,NA,"NM_0_0923.lst"
"ETA3",3e-05,0,0,NA,"NM_0_0923.lst"
"ETA4",0,0.896,Inf,NA,"NM_0_0923.lst"
"ETA1",0.0666,0.0386,57.957957957958,NA,"NM_0_0924.lst"
"ETA2",0.399,0.208,52.1303258145363,NA,"NM_0_0924.lst"
"ETA3",0.0292,0.0124,42.4657534246575,NA,"NM_0_0924.lst"
"ETA4",3e-05,0,0,NA,"NM_0_0924.lst"
"ETA1",0.0626,0.00493,7.87539936102236,NA,"NM_0_0925.lst"
"ETA2",0.285,0,0,NA,"NM_0_0925.lst"
"ETA3",3e-05,0,0,NA,"NM_0_0925.lst"
"ETA4",0,0.034,Inf,NA,"NM_0_0925.lst"
"ETA1",0.0987,0.567,574.468085106383,NA,"NM_0_0926.lst"
"ETA2",0.287,0,0,NA,"NM_0_0926.lst"
"ETA3",3e-05,0,0,NA,"NM_0_0926.lst"
"ETA4",0,1,Inf,NA,"NM_0_0926.lst"
"ETA1",0.0675,0.0313,46.3703703703704,NA,"NM_0_0927.lst"
"ETA2",0.286,0.414,144.755244755245,NA,"NM_0_0927.lst"
"ETA3",3e-05,0,0,NA,"NM_0_0927.lst"
"ETA4",0,0.453,Inf,NA,"NM_0_0927.lst"
"ETA1",0.0685,0.0299,43.6496350364963,NA,"NM_0_0931.lst"
"ETA2",0.432,0.227,52.5462962962963,NA,"NM_0_0931.lst"
"ETA3",0.0248,0.00961,38.75,NA,"NM_0_0931.lst"
"ETA4",3e-05,0,0,NA,"NM_0_0931.lst"
"ETA1",0.0747,0.0437,58.5006693440428,NA,"NM_0_0932.lst"
"ETA2",0.423,0.221,52.2458628841608,NA,"NM_0_0932.lst"
"ETA3",0.0241,0.00896,37.1784232365145,NA,"NM_0_0932.lst"
"ETA4",3e-05,0,0,NA,"NM_0_0932.lst"
"ETA1",0.0697,0.0395,56.6714490674319,NA,"NM_0_0933.lst"
"ETA2",0.425,0.222,52.2352941176471,NA,"NM_0_0933.lst"
"ETA3",0.0244,0.00902,36.9672131147541,NA,"NM_0_0933.lst"
"ETA4",3e-05,0,0,NA,"NM_0_0933.lst"
"ETA1",0.0698,0.0077,11.0315186246418,NA,"NM_0_0934.lst"
"ETA2",0.428,0.0153,3.57476635514019,NA,"NM_0_0934.lst"
"ETA3",0.0253,0.000294,1.16205533596838,NA,"NM_0_0934.lst"
"ETA4",3e-05,0,0,NA,"NM_0_0934.lst"
"ETA1",0.104,0.145,139.423076923077,NA,"NM_0_0935.lst"
"ETA2",0.424,0.714,168.396226415094,NA,"NM_0_0935.lst"
"ETA3",0.0244,0.0232,95.0819672131147,NA,"NM_0_0935.lst"
"ETA4",3e-05,0,0,NA,"NM_0_0935.lst"
"ETA1",0.0731,0.18,246.238030095759,NA,"NM_0_0936.lst"
"ETA2",0.425,0,0,NA,"NM_0_0936.lst"
"ETA3",0.0245,0.0335,136.734693877551,NA,"NM_0_0936.lst"
"ETA4",3e-05,0,0,NA,"NM_0_0936.lst"
"ETA1",0,0,NA,NA,"NM_0_099.lst"
"ETA1",0.157,0.319,203.184713375796,NA,"NM_0_099_1070.lst"
"ETA1",0.187,0.061,32.620320855615,NA,"NM_0_099_1231.lst"
"ETA1",0.15,0.313,208.666666666667,NA,"NM_0_099_1392.lst"
"ETA1",0.0684,0.179,261.695906432749,NA,"NM_0_099_144.lst"
"ETA1",0.361,0.127,35.1800554016621,NA,"NM_0_099_1553.lst"
"ETA1",0.395,0.153,38.7341772151899,NA,"NM_0_099_1714.lst"
"ETA1",0.182,0.0643,35.3296703296703,NA,"NM_0_099_1875.lst"
"ETA1",0.261,0.102,39.0804597701149,NA,"NM_0_099_2036.lst"
"ETA1",0.294,0.131,44.5578231292517,NA,"NM_0_099_2197.lst"
"ETA1",0.261,0.102,39.0804597701149,NA,"NM_0_099_2358.lst"
"ETA1",0,0,NA,NA,"NM_0_099_2519.lst"
"ETA1",0.179,0.227,126.815642458101,NA,"NM_0_099_265.lst"
"ETA1",0,0,NA,NA,"NM_0_099_2680.lst"
"ETA1",0.257,0.107,41.6342412451362,NA,"NM_0_099_2841.lst"
"ETA1",0.23,0.108,46.9565217391304,NA,"NM_0_099_3002.lst"
"ETA1",0.0632,0.0521,82.4367088607595,NA,"NM_0_099_3163.lst"
"ETA1",0.23,0.108,46.9565217391304,NA,"NM_0_099_3324.lst"
"ETA1",0.336,0.468,139.285714285714,NA,"NM_0_099_3485.lst"
"ETA1",0,0,NA,NA,"NM_0_099_3646.lst"
"ETA1",0.33,0.355,107.575757575758,NA,"NM_0_099_3807.lst"
"ETA1",0.107,0.15,140.18691588785,NA,"NM_0_099_3968.lst"
"ETA1",0.212,0.0819,38.6320754716981,NA,"NM_0_099_4129.lst"
"ETA1",0,0,NA,NA,"NM_0_099_426.lst"
"ETA1",0.11,0.155,140.909090909091,NA,"NM_0_099_4290.lst"
"ETA1",0.185,0.118,63.7837837837838,NA,"NM_0_099_4451.lst"
"ETA1",0.0741,0.0323,43.5897435897436,NA,"NM_0_099_4612.lst"
"ETA1",0.194,0.0799,41.1855670103093,NA,"NM_0_099_4773.lst"
"ETA1",0.329,0.391,118.844984802432,NA,"NM_0_099_587.lst"
"ETA1",0.694,0.642,92.507204610951,NA,"NM_0_099_748.lst"
"ETA1",0.0961,0.162,168.574401664932,NA,"NM_0_099_909.lst"
"ETA1",3e-05,0,0,NA,"NM_0_100.lst"
"ETA2",0,0,NA,NA,"NM_0_100.lst"
"ETA1",0.116,0.579,499.137931034483,NA,"NM_0_100_1071.lst"
"ETA1",0.402,0.154,38.3084577114428,NA,"NM_0_100_1232.lst"
"ETA1",0.11,0.497,451.818181818182,NA,"NM_0_100_1393.lst"
"ETA1",0.102,0.358,350.980392156863,NA,"NM_0_100_145.lst"
"ETA1",0.403,0.151,37.4689826302729,NA,"NM_0_100_1554.lst"
"ETA1",0.0898,0.0473,52.6726057906459,NA,"NM_0_100_1715.lst"
"ETA1",0.389,0.151,38.8174807197943,NA,"NM_0_100_1876.lst"
"ETA1",0.295,0.126,42.7118644067797,NA,"NM_0_100_2037.lst"
"ETA1",0.314,0.151,48.0891719745223,NA,"NM_0_100_2198.lst"
"ETA1",0.296,0.126,42.5675675675676,NA,"NM_0_100_2359.lst"
"ETA1",0.215,0.145,67.4418604651163,NA,"NM_0_100_2520.lst"
"ETA1",0.228,0.35,153.508771929825,NA,"NM_0_100_266.lst"
"ETA1",0,0,NA,NA,"NM_0_100_2681.lst"
"ETA1",0.278,0.113,40.6474820143885,NA,"NM_0_100_2842.lst"
"ETA1",0.0783,0.0421,53.7675606641124,NA,"NM_0_100_3003.lst"
